30,30
[floor1]
0,A1,0,0,0,0,0,0,0,0,0,0,0,0,A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,K2,0,0,0,0,0,0,0,K3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,A8,A3,A9,-1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,A5,A6,A7,-1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,
0,0,0,0,0,0,0,0,0,T8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,-1,-1,-1,-1,D1,D1,-1,-1,-1,-1,-1,-1,D2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,D3,-1,
K9,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,T6,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K1,
0,0,0,T2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,T5,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,-1,K7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,D7,-1,-1,-1,-1,-1,-1,-1,D4,D4,-1,-1,-1,-1,-1,
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,K6,0,0,-1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,
0,0,0,0,0,0,A4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,K5,0,0,0,0,0,0,
0,0,T4,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,D5,-1,-1,
0,0,0,0,0,0,0,-1,0,T3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,D6,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,
-1,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,-1,0,-1,-1,D9,
