18,16
[floor1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,K3,0,D2,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,D2,0,0
0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0
0,0,0,0,0,K4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,K5,0,0,0,0,0,0,0,0,0
0,0,0,0,K6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,D4,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,-1,D3,D3,-1
-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1
-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1
0,K2,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,UP,-1
0,0,D1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1
[floor2]
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,UP,D3,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
-1,-1,-1,D5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,K1,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1
0,0,K7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1
-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,-1
0,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,DO,-1
0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1
[floor3]
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,T1,D7,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
-1,-1,D6,D6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1
-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,-1
0,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,DO,-1
0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1
