25,30
[floor1]
0,0,0,-1,0,K9,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,D1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,K6,0,0,0,0,D20,0,0,0,0
0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,K19,0
0,0,0,-1,0,0,0,D6,D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,K8,0,0,0,0,-1,0,0,0,0
0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,K1,0,0,-1,0,0,0,A1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
K3,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,D4,0,0,0,0,0,0,0,-1,0,K7,0,0,-1,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,D4,0,0,0,0,-1,0,0,D5,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,-1,-1,D8,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,D9,0,0,0,0,0,0,K5,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,UP,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
0,0,0,0,0,0,K4,0,0,0,0,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[floor2]
-1,0,0,-1,0,K18,0,-1,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0
-1,0,0,D10,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,K15,0,0,0,0,0,K20,0,0,0
0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,D15,D16,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0
-1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0
0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,K17,0,0,0,0,-1,0,0,0,0
0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1
0,0,0,-1,0,0,K10,0,-1,-1,0,0,0,DO,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
K12,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,-1
0,-1,0,-1,0,0,0,0,0,D13,0,0,0,-1,0,-1,0,-1,0,K16,0,0,-1,0,0,-1,0,0,0,0
0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,D13,0,0,0,0,-1,0,0,D14,0,0,0,0
0,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
-1,-1,0,-1,-1,-1,D17,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0
0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0
-1,0,-1,-1,0,0,0,0,0,D18,0,0,0,0,0,0,K14,0,0,0,0,0,0,0,0,-1,0,0,-1,-1
0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0
0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,D17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
