20,20
[floor1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,-1,D4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,-1,0,0,0,0,0,0,K4,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,D2,0,D6,0,0,0,0,0,0,0,0,0,0,0
0,-1,D5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,K3,0,0,0,-1,0,D7,0,0,0,A1,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,0,-1,0,K7,0,0,0,0,0,0,0
0,0,0,0,K5,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,-1,0,0,0,K6,0,0,0,0,0,0,0
-1,D3,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,-1,0,0,0,0,0,0,0,K1,0,0,0,0,0,0,0,0
-1,D1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,0,0,D2,0,0,D2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,K2,0,0,0,0,0
[floor2]
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,K11,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D9,D9,-1,-1,0,K8,0,0,0,0,0,K9,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,0,0,D8,0,0,0,-1,0,0,0,K12,-1,0,0,0,K10,0,0,0
0,0,0,-1,0,0,0,-1,0,DO,0,0,-1,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,-1,-1,D12,-1,-1,-1,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,-1,-1,0,0,0,D10,-1,-1,-1,D11,-1,-1,-1,-1,-1
0,0,0,0,0,0,-1,0,0,0,D10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,D10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,UP,0,0,0
K20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[floor3]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0
-1,-1,-1,0,-1,0,0,0,0,-1,0,K15,0,D14,0,0,0,0,0,0
0,T1,D19,0,-1,0,0,0,0,-1,0,0,0,D14,0,0,0,0,0,0
-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D15,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,K17,0,0,D18,0,0,-1,-1,-1,-1,-1
0,0,0,0,K18,0,0,0,0,0,0,0,-1,0,0,D20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,K19,0
0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,0
-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0
-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0
0,K14,-1,-1,-1,0,K13,0,0,0,0,0,0,0,DO,-1,0,0,0,0
0,0,D13,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
